instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
10063,2012-02-29,1,1,2,0,3,1,2,11.48,14.395,75.0,7.0015,2,114,116,,8.0
10064,2012-02-29,1,1,2,0,3,1,3,12.299999999999999,15.15,81.0,11.0014,5,33,38,,9.0
10065,2012-02-29,1,1,2,0,3,1,3,12.299999999999999,15.15,81.0,11.0014,0,10,10,,10.0
10066,2012-02-29,1,1,2,0,3,1,3,12.299999999999999,14.395,87.0,12.998000000000001,1,9,10,,11.0
10067,2012-02-29,1,1,2,0,3,1,3,13.120000000000001,15.15,93.0,22.0028,1,69,70,,12.0
10068,2012-02-29,1,1,2,0,3,1,2,14.76,16.665,93.0,23.9994,4,72,76,,13.0
10069,2012-02-29,1,1,2,0,3,1,2,14.76,16.665,93.0,23.9994,2,54,56,,14.0
10070,2012-02-29,1,1,2,0,3,1,2,16.400000000000002,20.455000000000002,82.0,19.0012,3,87,90,,15.0
10071,2012-02-29,1,1,2,0,3,1,3,16.400000000000002,20.455000000000002,82.0,15.001299999999999,5,162,167,,16.0
10072,2012-02-29,1,1,2,0,3,1,2,16.400000000000002,20.455000000000002,87.0,11.0014,7,246,253,,17.0
10073,2012-02-29,1,1,2,0,3,1,3,16.400000000000002,20.455000000000002,87.0,0.0,11,181,192,,18.0
10074,2012-02-29,1,1,2,0,3,1,2,16.400000000000002,20.455000000000002,87.0,7.0015,0,102,102,,19.0
10075,2012-02-29,1,1,2,0,3,1,3,17.22,21.21,88.0,11.0014,2,95,97,,20.0
10076,2012-02-29,1,1,2,0,3,1,3,17.22,21.21,88.0,11.0014,0,39,39,,21.0
10077,2012-02-29,1,1,2,0,3,1,3,17.22,21.21,94.0,16.997899999999998,2,53,55,,22.0
10078,2012-02-29,1,1,2,0,3,1,3,17.22,21.21,94.0,16.997899999999998,3,30,33,,23.0
10079,2012-03-01,1,1,3,0,4,1,2,17.22,21.21,94.0,0.0,1,10,11,,0.0
10080,2012-03-01,1,1,3,0,4,1,3,18.86,22.725,94.0,7.0015,0,12,12,,1.0
10081,2012-03-01,1,1,3,0,4,1,2,18.86,22.725,94.0,19.0012,0,6,6,,2.0
10082,2012-03-01,1,1,3,0,4,1,1,18.86,22.725,94.0,15.001299999999999,0,3,3,,3.0
10083,2012-03-01,1,1,3,0,4,1,1,19.68,23.485,88.0,12.998000000000001,0,5,5,,4.0
10084,2012-03-01,1,1,3,0,4,1,1,19.68,23.485,88.0,11.0014,0,18,18,,5.0
10085,2012-03-01,1,1,3,0,4,1,2,17.22,21.21,94.0,0.0,2,107,109,,6.0
10086,2012-03-01,1,1,3,0,4,1,2,18.04,21.97,94.0,8.9981,8,296,304,,7.0
10087,2012-03-01,1,1,3,0,4,1,1,17.22,21.21,94.0,8.9981,15,579,594,,8.0
10088,2012-03-01,1,1,3,0,4,1,1,18.86,22.725,77.0,16.997899999999998,5,281,286,,9.0
10089,2012-03-01,1,1,3,0,4,1,1,21.32,25.0,55.00000000000001,11.0014,11,122,133,,10.0
10090,2012-03-01,1,1,3,0,4,1,1,22.96,26.515,43.0,12.998000000000001,19,149,168,,11.0
10091,2012-03-01,1,1,3,0,4,1,1,22.96,26.515,37.0,15.001299999999999,16,204,220,,12.0
10092,2012-03-01,1,1,3,0,4,1,1,23.779999999999998,27.275,32.0,16.997899999999998,24,187,211,,13.0
10093,2012-03-01,1,1,3,0,4,1,1,23.779999999999998,27.275,35.0,15.001299999999999,37,174,211,,14.0
10094,2012-03-01,1,1,3,0,4,1,1,24.599999999999998,31.06,31.0,16.997899999999998,31,192,223,,15.0
10095,2012-03-01,1,1,3,0,4,1,1,23.779999999999998,27.275,32.0,19.999499999999998,38,323,361,,16.0
10096,2012-03-01,1,1,3,0,4,1,1,22.96,26.515,35.0,19.999499999999998,49,551,600,,17.0
10097,2012-03-01,1,1,3,0,4,1,1,22.14,25.759999999999998,34.0,23.9994,27,498,525,,18.0
10098,2012-03-01,1,1,3,0,4,1,1,19.68,23.485,41.0,22.0028,11,317,328,,19.0
10099,2012-03-01,1,1,3,0,4,1,1,18.04,21.97,44.0,27.999299999999998,12,242,254,,20.0
10100,2012-03-01,1,1,3,0,4,1,1,17.22,21.21,47.0,31.0009,7,190,197,,21.0
10101,2012-03-01,1,1,3,0,4,1,1,15.58,19.695,50.0,16.997899999999998,3,123,126,,22.0
10102,2012-03-01,1,1,3,0,4,1,1,14.76,17.424999999999997,50.0,15.001299999999999,9,76,85,,23.0
10103,2012-03-02,1,1,3,0,5,1,1,13.940000000000001,16.665,53.0,11.0014,1,45,46,,0.0
10104,2012-03-02,1,1,3,0,5,1,1,13.940000000000001,15.909999999999998,49.0,15.001299999999999,2,18,20,,1.0
10105,2012-03-02,1,1,3,0,5,1,1,13.940000000000001,15.909999999999998,53.0,19.0012,2,4,6,,2.0
10106,2012-03-02,1,1,3,0,5,1,1,13.120000000000001,15.909999999999998,56.99999999999999,12.998000000000001,0,3,3,,3.0
10107,2012-03-02,1,1,3,0,5,1,1,13.120000000000001,17.424999999999997,61.0,0.0,0,2,2,,4.0
10108,2012-03-02,1,1,3,0,5,1,1,12.299999999999999,16.665,70.0,0.0,0,24,24,,5.0
10109,2012-03-02,1,1,3,0,5,1,1,12.299999999999999,16.665,70.0,0.0,4,88,92,,6.0
10110,2012-03-02,1,1,3,0,5,1,1,12.299999999999999,16.665,70.0,0.0,4,258,262,,7.0
10111,2012-03-02,1,1,3,0,5,1,1,11.48,15.15,75.0,6.0032,16,533,549,,8.0
10112,2012-03-02,1,1,3,0,5,1,1,12.299999999999999,16.665,81.0,0.0,15,299,314,,9.0
10113,2012-03-02,1,1,3,0,5,1,1,14.76,17.424999999999997,50.0,11.0014,14,118,132,,10.0
10114,2012-03-02,1,1,3,0,5,1,1,15.58,19.695,46.0,12.998000000000001,40,154,194,,11.0
10115,2012-03-02,1,1,3,0,5,1,1,16.400000000000002,20.455000000000002,43.0,11.0014,40,194,234,,12.0
10116,2012-03-02,1,1,3,0,5,1,1,17.22,21.21,44.0,15.001299999999999,31,191,222,,13.0
10117,2012-03-02,1,1,3,0,5,1,2,18.04,21.97,44.0,19.0012,29,176,205,,14.0
10118,2012-03-02,1,1,3,0,5,1,2,17.22,21.21,50.0,19.999499999999998,5,73,78,,15.0
10119,2012-03-02,1,1,3,0,5,1,3,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,1,49,50,,16.0
10120,2012-03-02,1,1,3,0,5,1,3,14.76,17.424999999999997,81.0,15.001299999999999,5,123,128,,17.0
10121,2012-03-02,1,1,3,0,5,1,3,14.76,17.424999999999997,87.0,12.998000000000001,6,154,160,,18.0
10122,2012-03-02,1,1,3,0,5,1,3,14.76,17.424999999999997,87.0,12.998000000000001,12,162,174,,19.0
10123,2012-03-02,1,1,3,0,5,1,2,14.76,17.424999999999997,87.0,12.998000000000001,7,93,100,,20.0
10124,2012-03-02,1,1,3,0,5,1,3,14.76,18.18,87.0,6.0032,2,99,101,,21.0
10125,2012-03-02,1,1,3,0,5,1,2,14.76,18.94,87.0,0.0,6,69,75,,22.0
10126,2012-03-02,1,1,3,0,5,1,2,14.76,18.94,87.0,0.0,4,19,23,,23.0
10127,2012-03-03,1,1,3,0,6,0,3,14.76,18.18,93.0,6.0032,1,21,22,,0.0
10128,2012-03-03,1,1,3,0,6,0,3,14.76,18.94,93.0,0.0,0,44,44,,1.0
10129,2012-03-03,1,1,3,0,6,0,3,14.76,18.18,93.0,6.0032,4,34,38,,2.0
10130,2012-03-03,1,1,3,0,6,0,2,14.76,17.424999999999997,93.0,11.0014,1,20,21,,3.0
10131,2012-03-03,1,1,3,0,6,0,2,14.76,17.424999999999997,93.0,12.998000000000001,0,2,2,,4.0
10132,2012-03-03,1,1,3,0,6,0,2,14.76,18.18,93.0,6.0032,1,1,2,,5.0
10133,2012-03-03,1,1,3,0,6,0,2,14.76,18.18,93.0,6.0032,1,6,7,,6.0
10134,2012-03-03,1,1,3,0,6,0,2,14.76,17.424999999999997,93.0,8.9981,2,14,16,,7.0
10135,2012-03-03,1,1,3,0,6,0,3,14.76,18.94,93.0,0.0,2,46,48,,8.0
10136,2012-03-03,1,1,3,0,6,0,3,15.58,19.695,87.0,6.0032,7,87,94,,9.0
10137,2012-03-03,1,1,3,0,6,0,2,16.400000000000002,20.455000000000002,87.0,0.0,31,137,168,,10.0
10138,2012-03-03,1,1,3,0,6,0,2,16.400000000000002,20.455000000000002,87.0,6.0032,33,181,214,,11.0
10139,2012-03-03,1,1,3,0,6,0,2,17.22,21.21,67.0,16.997899999999998,47,252,299,,12.0
10140,2012-03-03,1,1,3,0,6,0,1,18.04,21.97,51.0,19.0012,87,252,339,,13.0
10141,2012-03-03,1,1,3,0,6,0,2,18.86,22.725,44.0,23.9994,151,279,430,,14.0
10142,2012-03-03,1,1,3,0,6,0,1,19.68,23.485,28.999999999999996,19.999499999999998,145,254,399,,15.0
10143,2012-03-03,1,1,3,0,6,0,1,20.5,24.240000000000002,27.0,19.999499999999998,167,300,467,,16.0
10144,2012-03-03,1,1,3,0,6,0,1,20.5,24.240000000000002,23.0,22.0028,106,279,385,,17.0
10145,2012-03-03,1,1,3,0,6,0,1,20.5,24.240000000000002,25.0,16.997899999999998,53,250,303,,18.0
10146,2012-03-03,1,1,3,0,6,0,1,18.86,22.725,33.0,11.0014,34,191,225,,19.0
10147,2012-03-03,1,1,3,0,6,0,1,18.04,21.97,30.0,8.9981,28,121,149,,20.0
10148,2012-03-03,1,1,3,0,6,0,1,18.86,22.725,19.0,22.0028,24,130,154,,21.0
10149,2012-03-03,1,1,3,0,6,0,1,18.04,21.97,21.0,8.9981,19,115,134,,22.0
10150,2012-03-03,1,1,3,0,6,0,1,17.22,21.21,24.0,0.0,12,94,106,,23.0
10151,2012-03-04,1,1,3,0,0,0,2,16.400000000000002,20.455000000000002,30.0,23.9994,5,67,72,,0.0
10152,2012-03-04,1,1,3,0,0,0,2,15.58,19.695,34.0,12.998000000000001,16,60,76,,1.0
10153,2012-03-04,1,1,3,0,0,0,2,14.76,17.424999999999997,40.0,11.0014,14,66,80,,2.0
10154,2012-03-04,1,1,3,0,0,0,2,14.76,17.424999999999997,43.0,8.9981,5,21,26,,3.0
10155,2012-03-04,1,1,3,0,0,0,2,13.940000000000001,16.665,46.0,12.998000000000001,3,11,14,,4.0
10156,2012-03-04,1,1,3,0,0,0,2,13.940000000000001,15.909999999999998,46.0,15.001299999999999,0,5,5,,5.0
10157,2012-03-04,1,1,3,0,0,0,2,12.299999999999999,13.635,52.0,19.999499999999998,0,5,5,,6.0
10158,2012-03-04,1,1,3,0,0,0,2,12.299999999999999,13.635,52.0,19.999499999999998,2,21,23,,7.0
10159,2012-03-04,1,1,3,0,0,0,1,12.299999999999999,13.635,52.0,22.0028,12,54,66,,8.0
10160,2012-03-04,1,1,3,0,0,0,1,12.299999999999999,13.635,49.0,30.002599999999997,14,104,118,,9.0
10161,2012-03-04,1,1,3,0,0,0,1,12.299999999999999,13.635,49.0,22.0028,31,161,192,,10.0
10162,2012-03-04,1,1,3,0,0,0,1,13.120000000000001,14.395,45.0,26.0027,64,192,256,,11.0
10163,2012-03-04,1,1,3,0,0,0,1,13.940000000000001,15.15,42.0,23.9994,71,256,327,,12.0
10164,2012-03-04,1,1,3,0,0,0,1,14.76,16.665,37.0,23.9994,108,256,364,,13.0
10165,2012-03-04,1,1,3,0,0,0,1,14.76,16.665,34.0,23.9994,106,226,332,,14.0
10166,2012-03-04,1,1,3,0,0,0,1,14.76,15.909999999999998,32.0,35.0008,82,252,334,,15.0
10167,2012-03-04,1,1,3,0,0,0,1,14.76,15.909999999999998,28.999999999999996,32.9975,68,231,299,,16.0
10168,2012-03-04,1,1,3,0,0,0,1,13.940000000000001,14.395,31.0,36.9974,49,214,263,,17.0
10169,2012-03-04,1,1,3,0,0,0,1,13.120000000000001,13.635,33.0,40.9973,20,164,184,,18.0
10170,2012-03-04,1,1,3,0,0,0,1,12.299999999999999,12.879999999999999,36.0,32.9975,12,120,132,,19.0
10171,2012-03-04,1,1,3,0,0,0,1,11.48,13.635,38.0,16.997899999999998,8,80,88,,20.0
10172,2012-03-04,1,1,3,0,0,0,1,11.48,13.635,36.0,15.001299999999999,9,70,79,,21.0
10173,2012-03-04,1,1,3,0,0,0,1,10.66,12.120000000000001,41.0,16.997899999999998,9,53,62,,22.0
10174,2012-03-04,1,1,3,0,0,0,1,10.66,12.879999999999999,41.0,12.998000000000001,2,24,26,,23.0
10175,2012-03-05,1,1,3,0,1,1,1,9.84,11.365,44.0,12.998000000000001,2,15,17,,0.0
10176,2012-03-05,1,1,3,0,1,1,1,9.84,12.120000000000001,48.0,8.9981,3,3,6,,1.0
10177,2012-03-05,1,1,3,0,1,1,1,9.84,12.120000000000001,48.0,8.9981,1,3,4,,2.0
10178,2012-03-05,1,1,3,0,1,1,1,9.02,11.365,51.0,11.0014,0,1,1,,3.0
10179,2012-03-05,1,1,3,0,1,1,1,8.200000000000001,11.365,55.00000000000001,6.0032,0,1,1,,4.0
10180,2012-03-05,1,1,3,0,1,1,1,8.200000000000001,11.365,55.00000000000001,6.0032,1,17,18,,5.0
10181,2012-03-05,1,1,3,0,1,1,1,7.38,9.85,59.0,8.9981,2,89,91,,6.0
10182,2012-03-05,1,1,3,0,1,1,1,7.38,9.85,59.0,8.9981,7,253,260,,7.0
10183,2012-03-05,1,1,3,0,1,1,1,8.200000000000001,11.365,59.0,7.0015,13,415,428,,8.0
10184,2012-03-05,1,1,3,0,1,1,2,9.02,12.879999999999999,60.0,6.0032,11,186,197,,9.0
10185,2012-03-05,1,1,3,0,1,1,2,9.84,12.879999999999999,60.0,0.0,12,74,86,,10.0
10186,2012-03-05,1,1,3,0,1,1,2,10.66,13.635,56.00000000000001,8.9981,17,86,103,,11.0
10187,2012-03-05,1,1,3,0,1,1,2,10.66,15.15,52.0,0.0,15,122,137,,12.0
10188,2012-03-05,1,1,3,0,1,1,2,10.66,12.879999999999999,55.00000000000001,19.999499999999998,11,109,120,,13.0
10189,2012-03-05,1,1,3,0,1,1,2,11.48,12.879999999999999,56.99999999999999,23.9994,13,115,128,,14.0
10190,2012-03-05,1,1,3,0,1,1,2,12.299999999999999,14.395,53.0,12.998000000000001,20,110,130,,15.0
10191,2012-03-05,1,1,3,0,1,1,1,12.299999999999999,13.635,45.0,19.999499999999998,30,180,210,,16.0
10192,2012-03-05,1,1,3,0,1,1,3,12.299999999999999,13.635,45.0,19.999499999999998,11,376,387,,17.0
10193,2012-03-05,1,1,3,0,1,1,3,11.48,11.365,55.00000000000001,43.9989,12,363,375,,18.0
10194,2012-03-05,1,1,3,0,1,1,1,10.66,12.879999999999999,53.0,15.001299999999999,6,220,226,,19.0
10195,2012-03-05,1,1,3,0,1,1,1,10.66,11.365,37.0,31.0009,8,171,179,,20.0
10196,2012-03-05,1,1,3,0,1,1,1,10.66,11.365,37.0,26.0027,4,116,120,,21.0
10197,2012-03-05,1,1,3,0,1,1,1,9.84,10.605,35.0,22.0028,2,76,78,,22.0
10198,2012-03-05,1,1,3,0,1,1,1,9.02,9.09,37.0,39.000699999999995,2,29,31,,23.0
10199,2012-03-06,1,1,3,0,2,1,1,9.02,10.605,37.0,19.999499999999998,0,8,8,,0.0
10200,2012-03-06,1,1,3,0,2,1,1,8.200000000000001,9.85,44.0,16.997899999999998,0,6,6,,1.0
10201,2012-03-06,1,1,3,0,2,1,1,8.200000000000001,9.85,44.0,15.001299999999999,0,4,4,,2.0
10202,2012-03-06,1,1,3,0,2,1,1,7.38,8.334999999999999,51.0,19.0012,0,1,1,,3.0
10203,2012-03-06,1,1,3,0,2,1,1,7.38,8.334999999999999,51.0,19.999499999999998,0,3,3,,4.0
10204,2012-03-06,1,1,3,0,2,1,1,7.38,9.09,51.0,15.001299999999999,0,25,25,,5.0
10205,2012-03-06,1,1,3,0,2,1,1,7.38,10.605,51.0,7.0015,3,99,102,,6.0
10206,2012-03-06,1,1,3,0,2,1,1,6.5600000000000005,9.09,55.00000000000001,8.9981,5,270,275,,7.0
10207,2012-03-06,1,1,3,0,2,1,1,6.5600000000000005,9.09,59.0,7.0015,14,487,501,,8.0
10208,2012-03-06,1,1,3,0,2,1,1,9.02,13.635,47.0,0.0,11,222,233,,9.0
10209,2012-03-06,1,1,3,0,2,1,1,9.84,12.879999999999999,44.0,0.0,16,113,129,,10.0
10210,2012-03-06,1,1,3,0,2,1,1,10.66,12.879999999999999,41.0,11.0014,20,110,130,,11.0
10211,2012-03-06,1,1,3,0,2,1,1,10.66,13.635,41.0,7.0015,9,129,138,,12.0
10212,2012-03-06,1,1,3,0,2,1,1,12.299999999999999,15.15,39.0,8.9981,16,148,164,,13.0
10213,2012-03-06,1,1,3,0,2,1,1,13.120000000000001,15.15,36.0,15.001299999999999,20,116,136,,14.0
10214,2012-03-06,1,1,3,0,2,1,1,13.940000000000001,15.15,36.0,19.999499999999998,24,142,166,,15.0
10215,2012-03-06,1,1,3,0,2,1,1,14.76,16.665,32.0,19.0012,22,228,250,,16.0
10216,2012-03-06,1,1,3,0,2,1,1,14.76,16.665,34.0,19.0012,21,425,446,,17.0
10217,2012-03-06,1,1,3,0,2,1,1,13.940000000000001,15.15,42.0,22.0028,15,442,457,,18.0
10218,2012-03-06,1,1,3,0,2,1,1,13.940000000000001,15.15,46.0,19.999499999999998,9,278,287,,19.0
10219,2012-03-06,1,1,3,0,2,1,1,13.120000000000001,15.909999999999998,49.0,12.998000000000001,3,184,187,,20.0
10220,2012-03-06,1,1,3,0,2,1,1,13.120000000000001,15.909999999999998,49.0,12.998000000000001,5,143,148,,21.0
10221,2012-03-06,1,1,3,0,2,1,1,11.48,13.635,56.00000000000001,11.0014,5,101,106,,22.0
10222,2012-03-06,1,1,3,0,2,1,1,11.48,13.635,61.0,15.001299999999999,3,51,54,,23.0
10223,2012-03-07,1,1,3,0,3,1,1,11.48,12.879999999999999,65.0,19.0012,3,12,15,,0.0
10224,2012-03-07,1,1,3,0,3,1,1,12.299999999999999,13.635,61.0,19.999499999999998,1,4,5,,1.0
10225,2012-03-07,1,1,3,0,3,1,1,12.299999999999999,14.395,56.00000000000001,19.0012,0,4,4,,2.0
10226,2012-03-07,1,1,3,0,3,1,1,12.299999999999999,13.635,56.00000000000001,23.9994,1,2,3,,3.0
10227,2012-03-07,1,1,3,0,3,1,1,11.48,12.879999999999999,61.0,22.0028,0,3,3,,4.0
10228,2012-03-07,1,1,3,0,3,1,1,11.48,12.879999999999999,56.00000000000001,19.999499999999998,0,18,18,,5.0
10229,2012-03-07,1,1,3,0,3,1,1,11.48,12.879999999999999,61.0,26.0027,4,104,108,,6.0
10230,2012-03-07,1,1,3,0,3,1,1,10.66,11.365,65.0,26.0027,12,332,344,,7.0
10231,2012-03-07,1,1,3,0,3,1,1,11.48,12.879999999999999,61.0,19.999499999999998,12,554,566,,8.0
10232,2012-03-07,1,1,3,0,3,1,1,12.299999999999999,13.635,61.0,22.0028,12,252,264,,9.0
10233,2012-03-07,1,1,3,0,3,1,1,14.76,16.665,50.0,19.999499999999998,20,127,147,,10.0
10234,2012-03-07,1,1,3,0,3,1,1,17.22,21.21,38.0,19.999499999999998,33,128,161,,11.0
10235,2012-03-07,1,1,3,0,3,1,1,18.04,21.97,38.0,26.0027,40,175,215,,12.0
10236,2012-03-07,1,1,3,0,3,1,1,20.5,24.240000000000002,34.0,27.999299999999998,26,179,205,,13.0
10237,2012-03-07,1,1,3,0,3,1,1,21.32,25.0,36.0,22.0028,38,137,175,,14.0
10238,2012-03-07,1,1,3,0,3,1,1,22.14,25.759999999999998,37.0,30.002599999999997,44,165,209,,15.0
10239,2012-03-07,1,1,3,0,3,1,1,22.96,26.515,37.0,27.999299999999998,34,254,288,,16.0
10240,2012-03-07,1,1,3,0,3,1,1,22.96,26.515,43.0,32.9975,58,554,612,,17.0
10241,2012-03-07,1,1,3,0,3,1,1,22.96,26.515,40.0,31.0009,35,509,544,,18.0
10242,2012-03-07,1,1,3,0,3,1,1,22.14,25.759999999999998,42.0,23.9994,16,345,361,,19.0
10243,2012-03-07,1,1,3,0,3,1,1,20.5,24.240000000000002,51.0,16.997899999999998,18,242,260,,20.0
10244,2012-03-07,1,1,3,0,3,1,1,18.04,21.97,62.0,16.997899999999998,11,177,188,,21.0
10245,2012-03-07,1,1,3,0,3,1,1,18.86,22.725,59.0,19.999499999999998,10,149,159,,22.0
10246,2012-03-07,1,1,3,0,3,1,1,18.04,21.97,62.0,22.0028,4,58,62,,23.0
10247,2012-03-08,1,1,3,0,4,1,1,18.04,21.97,62.0,22.0028,11,35,46,,0.0
10248,2012-03-08,1,1,3,0,4,1,1,18.86,22.725,63.0,22.0028,4,17,21,,1.0
10249,2012-03-08,1,1,3,0,4,1,1,18.86,22.725,63.0,26.0027,6,5,11,,2.0
10250,2012-03-08,1,1,3,0,4,1,1,18.86,22.725,63.0,26.0027,0,3,3,,3.0
10251,2012-03-08,1,1,3,0,4,1,1,18.04,21.97,72.0,19.0012,0,2,2,,4.0
10252,2012-03-08,1,1,3,0,4,1,1,17.22,21.21,77.0,15.001299999999999,1,28,29,,5.0
10253,2012-03-08,1,1,3,0,4,1,1,17.22,21.21,77.0,16.997899999999998,4,105,109,,6.0
10254,2012-03-08,1,1,3,0,4,1,1,17.22,21.21,77.0,23.9994,8,326,334,,7.0
10255,2012-03-08,1,1,3,0,4,1,1,18.04,21.97,77.0,26.0027,12,573,585,,8.0
10256,2012-03-08,1,1,3,0,4,1,1,18.86,22.725,72.0,31.0009,19,282,301,,9.0
10257,2012-03-08,1,1,3,0,4,1,1,20.5,24.240000000000002,68.0,31.0009,19,119,138,,10.0
10258,2012-03-08,1,1,3,0,4,1,2,22.14,25.759999999999998,60.0,31.0009,48,156,204,,11.0
10259,2012-03-08,1,1,3,0,4,1,2,22.96,26.515,60.0,30.002599999999997,27,224,251,,12.0
10260,2012-03-08,1,1,3,0,4,1,2,24.599999999999998,31.06,49.0,43.000600000000006,35,198,233,,13.0
10261,2012-03-08,1,1,3,0,4,1,2,25.419999999999998,31.06,43.0,43.000600000000006,48,155,203,,14.0
10262,2012-03-08,1,1,3,0,4,1,1,26.240000000000002,31.06,38.0,46.0022,24,161,185,,15.0
10263,2012-03-08,1,1,3,0,4,1,2,25.419999999999998,31.06,41.0,43.000600000000006,37,305,342,,16.0
10264,2012-03-08,1,1,3,0,4,1,1,25.419999999999998,31.06,38.0,43.9989,52,545,597,,17.0
10265,2012-03-08,1,1,3,0,4,1,2,25.419999999999998,31.06,38.0,36.9974,45,545,590,,18.0
10266,2012-03-08,1,1,3,0,4,1,2,24.599999999999998,31.06,40.0,30.002599999999997,21,395,416,,19.0
10267,2012-03-08,1,1,3,0,4,1,2,24.599999999999998,31.06,43.0,26.0027,20,282,302,,20.0
10268,2012-03-08,1,1,3,0,4,1,1,24.599999999999998,31.06,43.0,26.0027,27,206,233,,21.0
10269,2012-03-08,1,1,3,0,4,1,1,22.96,26.515,49.0,22.0028,12,141,153,,22.0
10270,2012-03-08,1,1,3,0,4,1,2,22.96,26.515,49.0,30.002599999999997,6,88,94,,23.0
10271,2012-03-09,1,1,3,0,5,1,2,23.779999999999998,27.275,49.0,31.0009,3,51,54,,0.0
10272,2012-03-09,1,1,3,0,5,1,3,22.96,26.515,52.0,32.9975,4,22,26,,1.0
10273,2012-03-09,1,1,3,0,5,1,3,19.68,23.485,77.0,27.999299999999998,2,9,11,,2.0
10274,2012-03-09,1,1,3,0,5,1,1,18.86,22.725,77.0,35.0008,0,7,7,,3.0
10275,2012-03-09,1,1,3,0,5,1,3,16.400000000000002,20.455000000000002,66.0,19.0012,0,1,1,,4.0
10276,2012-03-09,1,1,3,0,5,1,3,16.400000000000002,20.455000000000002,66.0,19.0012,2,27,29,,5.0
10277,2012-03-09,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,50.0,23.9994,2,83,85,,6.0
10278,2012-03-09,1,1,3,0,5,1,2,15.58,19.695,40.0,19.999499999999998,6,262,268,,7.0
10279,2012-03-09,1,1,3,0,5,1,2,13.940000000000001,14.395,42.0,35.0008,17,484,501,,8.0
10280,2012-03-09,1,1,3,0,5,1,2,13.940000000000001,14.395,42.0,35.0008,17,267,284,,9.0
10281,2012-03-09,1,1,3,0,5,1,2,13.940000000000001,14.395,36.0,32.9975,14,145,159,,10.0
10282,2012-03-09,1,1,3,0,5,1,2,14.76,16.665,34.0,23.9994,17,170,187,,11.0
10283,2012-03-09,1,1,3,0,5,1,1,14.76,16.665,34.0,27.999299999999998,27,174,201,,12.0
10284,2012-03-09,1,1,3,0,5,1,2,15.58,19.695,28.999999999999996,26.0027,49,175,224,,13.0
10285,2012-03-09,1,1,3,0,5,1,1,17.22,21.21,28.000000000000004,31.0009,49,129,178,,14.0
10286,2012-03-09,1,1,3,0,5,1,1,18.86,22.725,24.0,16.997899999999998,50,188,238,,15.0
10287,2012-03-09,1,1,3,0,5,1,1,19.68,23.485,23.0,27.999299999999998,51,292,343,,16.0
10288,2012-03-09,1,1,3,0,5,1,1,18.86,22.725,24.0,26.0027,68,498,566,,17.0
10289,2012-03-09,1,1,3,0,5,1,1,18.04,21.97,26.0,35.0008,30,440,470,,18.0
10290,2012-03-09,1,1,3,0,5,1,1,17.22,21.21,28.000000000000004,40.9973,12,232,244,,19.0
10291,2012-03-09,1,1,3,0,5,1,1,15.58,19.695,32.0,23.9994,3,156,159,,20.0
10292,2012-03-09,1,1,3,0,5,1,1,14.76,16.665,34.0,22.0028,8,133,141,,21.0
10293,2012-03-09,1,1,3,0,5,1,1,13.940000000000001,14.395,31.0,32.9975,7,100,107,,22.0
10294,2012-03-09,1,1,3,0,5,1,1,13.120000000000001,15.15,33.0,19.999499999999998,9,77,86,,23.0
10295,2012-03-10,1,1,3,0,6,0,1,12.299999999999999,13.635,36.0,23.9994,9,68,77,,0.0
10296,2012-03-10,1,1,3,0,6,0,1,12.299999999999999,14.395,36.0,16.997899999999998,1,50,51,,1.0
10297,2012-03-10,1,1,3,0,6,0,1,10.66,12.120000000000001,41.0,16.997899999999998,12,30,42,,2.0
10298,2012-03-10,1,1,3,0,6,0,1,10.66,11.365,41.0,19.999499999999998,0,16,16,,3.0
10299,2012-03-10,1,1,3,0,6,0,1,9.84,10.605,41.0,23.9994,1,3,4,,4.0
10300,2012-03-10,1,1,3,0,6,0,1,9.02,10.605,42.0,19.0012,3,7,10,,5.0
10301,2012-03-10,1,1,3,0,6,0,1,9.02,10.605,44.0,19.0012,1,11,12,,6.0
10302,2012-03-10,1,1,3,0,6,0,1,9.02,10.605,44.0,16.997899999999998,4,36,40,,7.0
10303,2012-03-10,1,1,3,0,6,0,1,9.02,10.605,44.0,19.999499999999998,15,96,111,,8.0
10304,2012-03-10,1,1,3,0,6,0,1,9.84,10.605,41.0,22.0028,21,127,148,,9.0
10305,2012-03-10,1,1,3,0,6,0,1,10.66,11.365,35.0,27.999299999999998,47,176,223,,10.0
10306,2012-03-10,1,1,3,0,6,0,1,12.299999999999999,13.635,33.0,22.0028,56,218,274,,11.0
10307,2012-03-10,1,1,3,0,6,0,1,12.299999999999999,13.635,33.0,22.0028,88,241,329,,12.0
10308,2012-03-10,1,1,3,0,6,0,1,13.120000000000001,15.15,28.999999999999996,19.0012,89,268,357,,13.0
10309,2012-03-10,1,1,3,0,6,0,1,13.940000000000001,15.909999999999998,27.0,19.0012,117,262,379,,14.0
10310,2012-03-10,1,1,3,0,6,0,1,13.940000000000001,18.18,25.0,0.0,132,274,406,,15.0
10311,2012-03-10,1,1,3,0,6,0,1,14.76,18.18,23.0,0.0,115,275,390,,16.0
10312,2012-03-10,1,1,3,0,6,0,1,14.76,18.94,23.0,0.0,104,250,354,,17.0
